County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct,svi,ses,hhc,rems,htt
Kern County,CA,07/02/2021,NA,NA,351140,39,0.9474,0.9649,0.7544,0.807,0.9123
Sierra County,CA,07/02/2021,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Butte County,CA,07/02/2021,NA,NA,95382,43.5,0.5965,0.5965,0.4386,0.2456,0.8596
Imperial County,CA,07/02/2021,NA,NA,118166,65.2,1,0.9825,1,1,1
Tuolumne County,CA,07/02/2021,NA,NA,27907,51.2,0.3333,0.4386,0.2982,0.0877,0.5439
Tehama County,CA,07/02/2021,NA,NA,20647,31.7,0.7544,0.7895,0.8596,0.3158,0.4912
Riverside County,CA,07/02/2021,NA,NA,1126704,45.6,0.6491,0.7368,0.5965,0.7544,0.4035
El Dorado County,CA,07/02/2021,NA,NA,101338,52.5,0.0175,0.0702,0.1228,0.1404,0.0702
Napa County,CA,07/02/2021,NA,NA,93910,68.2,0.3684,0.2105,0.3684,0.4737,0.6842
Contra Costa County,CA,07/02/2021,NA,NA,761063,66,0.1754,0.1228,0.4912,0.6316,0.1228
Santa Barbara County,CA,07/02/2021,NA,NA,262085,58.7,0.807,0.614,0.5439,0.5965,0.9825
Stanislaus County,CA,07/02/2021,NA,NA,287372,52.2,0.7193,0.7368,0.8246,0.6491,0.2982
Siskiyou County,CA,07/02/2021,NA,NA,19784,45.4,0.4561,0.5263,0.4211,0.193,0.2456
Sutter County,CA,07/02/2021,NA,NA,44587,46,0.7018,0.6316,0.8596,0.5439,0.386
Alameda County,CA,07/02/2021,NA,NA,1160286,69.4,0.2807,0.1053,0.0702,0.8596,0.8772
San Benito County,CA,07/02/2021,NA,NA,31982,50.9,0.3158,0.4737,0.3684,0.7719,0.0877
Calaveras County,CA,07/02/2021,NA,NA,23769,51.8,0.1053,0.4211,0.3509,0.0526,0
Lassen County,CA,07/02/2021,NA,NA,8716,28.5,0.2982,0.2982,0.2281,0.3333,0.5614
San Mateo County,CA,07/02/2021,NA,NA,559563,73,0.0702,0.0351,0.0351,0.7018,0.3509
Glenn County,CA,07/02/2021,NA,NA,11712,41.2,0.6667,0.6842,0.9649,0.5088,0.1404
Solano County,CA,07/02/2021,NA,NA,257600,57.5,0.386,0.2456,0.6316,0.7193,0.3158
Ventura County,CA,07/02/2021,NA,NA,507562,60,0.4386,0.4035,0.4912,0.5614,0.2281
Shasta County,CA,07/02/2021,NA,NA,73531,40.8,0.4737,0.4561,0.6667,0.1053,0.4737
Marin County,CA,07/02/2021,NA,NA,202208,78.1,0.0526,0,0.1404,0.2632,0.1754
Colusa County,CA,07/02/2021,NA,NA,9990,46.4,0.5789,0.5263,0.9825,0.7368,0.1053
Santa Cruz County,CA,07/02/2021,NA,NA,183776,67.3,0.4035,0.2807,0.193,0.4386,0.8246
Del Norte County,CA,07/02/2021,NA,NA,9083,32.7,0.7719,0.5789,0.6842,0.4035,0.9649
Mono County,CA,07/02/2021,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
San Diego County,CA,07/02/2021,NA,NA,2845178,85.2,0.5263,0.5088,0.1754,0.5614,0.7544
Placer County,CA,07/02/2021,NA,NA,218186,54.8,0,0.0175,0.2456,0.2281,0.0175
Yolo County,CA,07/02/2021,NA,NA,129047,58.5,0.4912,0.3684,0.1053,0.5263,0.9123
San Luis Obispo County,CA,07/02/2021,NA,NA,147543,52.1,0.1228,0.2632,0.0526,0.2982,0.3333
Inyo County,CA,07/02/2021,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Sacramento County,CA,07/02/2021,NA,NA,824065,53.1,0.5439,0.4912,0.6316,0.614,0.4211
Merced County,CA,07/01/2021,NA,NA,112245,40.4,0.9825,0.9474,0.9474,0.9649,0.807
Trinity County,CA,07/01/2021,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Stanislaus County,CA,07/01/2021,NA,NA,286829,52.1,0.7193,0.7368,0.8246,0.6491,0.2982
Madera County,CA,07/01/2021,NA,NA,66979,42.6,0.9123,0.9123,0.9298,0.7719,0.614
Santa Barbara County,CA,07/01/2021,NA,NA,261525,58.6,0.807,0.614,0.5439,0.5965,0.9825
Calaveras County,CA,07/01/2021,NA,NA,23733,51.7,0.1053,0.4211,0.3509,0.0526,0
Napa County,CA,07/01/2021,NA,NA,93768,68.1,0.3684,0.2105,0.3684,0.4737,0.6842
Nevada County,CA,07/01/2021,NA,NA,53210,53.3,0.0351,0.1754,0.193,0.0175,0.0351
Humboldt County,CA,07/01/2021,NA,NA,73458,54.2,0.6842,0.8596,0.4035,0.2105,0.7193
Santa Cruz County,CA,07/01/2021,NA,NA,183438,67.1,0.4035,0.2807,0.193,0.4386,0.8246
Marin County,CA,07/01/2021,NA,NA,201980,78,0.0526,0,0.1404,0.2632,0.1754
Modoc County,CA,07/01/2021,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
Yolo County,CA,07/01/2021,NA,NA,128019,58.1,0.4912,0.3684,0.1053,0.5263,0.9123
Tuolumne County,CA,07/01/2021,NA,NA,27863,51.1,0.3333,0.4386,0.2982,0.0877,0.5439
Tehama County,CA,07/01/2021,NA,NA,20597,31.6,0.7544,0.7895,0.8596,0.3158,0.4912
Del Norte County,CA,07/01/2021,NA,NA,9066,32.6,0.7719,0.5789,0.6842,0.4035,0.9649
Inyo County,CA,07/01/2021,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Santa Clara County,CA,07/01/2021,NA,NA,1404409,72.8,0.2105,0.0526,0.0877,0.8596,0.6491
Placer County,CA,07/01/2021,NA,NA,217674,54.6,0,0.0175,0.2456,0.2281,0.0175
Mendocino County,CA,07/01/2021,NA,NA,48326,55.7,0.8947,0.8947,0.8421,0.3684,0.7895
Colusa County,CA,07/01/2021,NA,NA,9924,46.1,0.5789,0.5263,0.9825,0.7368,0.1053
Monterey County,CA,07/01/2021,NA,NA,247349,57,0.8246,0.7193,0.5614,0.8947,0.8421
San Joaquin County,CA,07/01/2021,NA,NA,393459,51.6,0.7895,0.6667,0.7368,0.8421,0.5965
Fresno County,CA,07/01/2021,NA,NA,474566,47.5,0.9649,0.9298,0.8947,0.9123,0.7719
San Bernardino County,CA,07/01/2021,NA,NA,948312,43.5,0.8421,0.8421,0.614,0.9474,0.6842
Sierra County,CA,07/01/2021,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Contra Costa County,CA,07/01/2021,NA,NA,759751,65.9,0.1754,0.1228,0.4912,0.6316,0.1228
Lake County,CA,07/01/2021,NA,NA,30121,46.8,0.6316,0.8246,0.7895,0.2807,0.2632
Kern County,CA,07/01/2021,NA,NA,349693,38.8,0.9474,0.9649,0.7544,0.807,0.9123
El Dorado County,CA,07/01/2021,NA,NA,101066,52.4,0.0175,0.0702,0.1228,0.1404,0.0702
Yuba County,CA,07/01/2021,NA,NA,30063,38.2,0.7368,0.7018,0.7018,0.4561,0.614
Mono County,CA,07/01/2021,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Los Angeles County,CA,07/01/2021,NA,NA,5852610,58.3,0.8772,0.8772,0.4561,0.9825,0.9474
Plumas County,CA,07/01/2021,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Ventura County,CA,07/01/2021,NA,NA,506523,59.9,0.4386,0.4035,0.4912,0.5614,0.2281
Amador County,CA,07/01/2021,NA,NA,21493,54.1,0.2281,0.193,0.1579,0.1754,0.6667
Alpine County,CA,07/01/2021,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Kings County,CA,07/01/2021,NA,NA,52359,34.2,0.8596,0.807,0.807,0.8246,0.7368
Butte County,CA,07/01/2021,NA,NA,95124,43.4,0.5965,0.5965,0.4386,0.2456,0.8596
San Francisco County,CA,07/01/2021,NA,NA,661679,75.1,0.2632,0.0877,0.0175,0.6667,0.8947
San Mateo County,CA,07/01/2021,NA,NA,558764,72.9,0.0702,0.0351,0.0351,0.7018,0.3509
Sutter County,CA,07/01/2021,NA,NA,44473,45.9,0.7018,0.6316,0.8596,0.5439,0.386
Imperial County,CA,07/01/2021,NA,NA,114234,63,1,0.9825,1,1,1
Lassen County,CA,07/01/2021,NA,NA,8700,28.5,0.2982,0.2982,0.2281,0.3333,0.5614
Siskiyou County,CA,07/01/2021,NA,NA,19752,45.4,0.4561,0.5263,0.4211,0.193,0.2456
Orange County,CA,07/01/2021,NA,NA,1893361,59.6,0.4211,0.3333,0.3158,0.6667,0.4386
San Luis Obispo County,CA,07/01/2021,NA,NA,147258,52,0.1228,0.2632,0.0526,0.2982,0.3333
Unknown County,CA,07/01/2021,NA,NA,832767,0,NA,NA,NA,NA,NA
Alameda County,CA,07/01/2021,NA,NA,1158504,69.3,0.2807,0.1053,0.0702,0.8596,0.8772
Tulare County,CA,07/01/2021,NA,NA,182348,39.1,0.9298,1,0.8947,0.9298,0.4561
Mariposa County,CA,07/01/2021,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Sonoma County,CA,07/01/2021,NA,NA,328501,66.5,0.193,0.2105,0.2632,0.386,0.2807
Riverside County,CA,07/01/2021,NA,NA,1122924,45.5,0.6491,0.7368,0.5965,0.7544,0.4035
San Diego County,CA,07/01/2021,NA,NA,2838587,85,0.5263,0.5088,0.1754,0.5614,0.7544
Sacramento County,CA,07/01/2021,NA,NA,821675,52.9,0.5439,0.4912,0.6316,0.614,0.4211
Shasta County,CA,07/01/2021,NA,NA,73313,40.7,0.4737,0.4561,0.6667,0.1053,0.4737
San Benito County,CA,07/01/2021,NA,NA,31919,50.8,0.3158,0.4737,0.3684,0.7719,0.0877
Glenn County,CA,07/01/2021,NA,NA,11608,40.9,0.6667,0.6842,0.9649,0.5088,0.1404
Solano County,CA,07/01/2021,NA,NA,257016,57.4,0.386,0.2456,0.6316,0.7193,0.3158
Orange County,CA,12/17/2020,NA,NA,0,0,0.4211,0.3333,0.3158,0.6667,0.4386
Unknown County,CA,06/30/2021,NA,NA,830745,0,NA,NA,NA,NA,NA
San Francisco County,CA,06/29/2021,NA,NA,659378,74.8,0.2632,0.0877,0.0175,0.6667,0.8947
San Luis Obispo County,CA,06/29/2021,NA,NA,146835,51.9,0.1228,0.2632,0.0526,0.2982,0.3333
Solano County,CA,06/29/2021,NA,NA,255662,57.1,0.386,0.2456,0.6316,0.7193,0.3158
Madera County,CA,06/29/2021,NA,NA,66614,42.3,0.9123,0.9123,0.9298,0.7719,0.614
Contra Costa County,CA,06/29/2021,NA,NA,756879,65.6,0.1754,0.1228,0.4912,0.6316,0.1228
Monterey County,CA,06/29/2021,NA,NA,246059,56.7,0.8246,0.7193,0.5614,0.8947,0.8421
Santa Cruz County,CA,06/29/2021,NA,NA,182703,66.9,0.4035,0.2807,0.193,0.4386,0.8246
Santa Barbara County,CA,06/29/2021,NA,NA,260421,58.3,0.807,0.614,0.5439,0.5965,0.9825
Colusa County,CA,06/29/2021,NA,NA,9888,45.9,0.5789,0.5263,0.9825,0.7368,0.1053
Marin County,CA,06/29/2021,NA,NA,201459,77.8,0.0526,0,0.1404,0.2632,0.1754
Tehama County,CA,06/29/2021,NA,NA,20505,31.5,0.7544,0.7895,0.8596,0.3158,0.4912
Alpine County,CA,12/17/2020,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Tuolumne County,CA,06/29/2021,NA,NA,27585,50.6,0.3333,0.4386,0.2982,0.0877,0.5439
San Joaquin County,CA,06/29/2021,NA,NA,384228,50.4,0.7895,0.6667,0.7368,0.8421,0.5965
Riverside County,CA,06/29/2021,NA,NA,1117115,45.2,0.6491,0.7368,0.5965,0.7544,0.4035
Sierra County,CA,06/29/2021,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Los Angeles County,CA,06/29/2021,NA,NA,5824675,58,0.8772,0.8772,0.4561,0.9825,0.9474
Sacramento County,CA,06/29/2021,NA,NA,813309,52.4,0.5439,0.4912,0.6316,0.614,0.4211
Sutter County,CA,06/29/2021,NA,NA,44257,45.6,0.7018,0.6316,0.8596,0.5439,0.386
Trinity County,CA,06/29/2021,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Modoc County,CA,06/29/2021,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
San Mateo County,CA,06/29/2021,NA,NA,556826,72.6,0.0702,0.0351,0.0351,0.7018,0.3509
Lassen County,CA,06/29/2021,NA,NA,8659,28.3,0.2982,0.2982,0.2281,0.3333,0.5614
Imperial County,CA,06/29/2021,NA,NA,113071,62.4,1,0.9825,1,1,1
Yolo County,CA,06/29/2021,NA,NA,127486,57.8,0.4912,0.3684,0.1053,0.5263,0.9123
Shasta County,CA,06/29/2021,NA,NA,72994,40.5,0.4737,0.4561,0.6667,0.1053,0.4737
Mono County,CA,06/29/2021,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Kern County,CA,06/29/2021,NA,NA,347732,38.6,0.9474,0.9649,0.7544,0.807,0.9123
Santa Clara County,CA,06/29/2021,NA,NA,1398878,72.6,0.2105,0.0526,0.0877,0.8596,0.6491
Unknown County,CA,06/29/2021,NA,NA,828634,0,NA,NA,NA,NA,NA
Calaveras County,CA,06/29/2021,NA,NA,23424,51,0.1053,0.4211,0.3509,0.0526,0
Stanislaus County,CA,06/29/2021,NA,NA,280689,51,0.7193,0.7368,0.8246,0.6491,0.2982
Humboldt County,CA,06/29/2021,NA,NA,73151,54,0.6842,0.8596,0.4035,0.2105,0.7193
Sonoma County,CA,06/29/2021,NA,NA,327095,66.2,0.193,0.2105,0.2632,0.386,0.2807
Alameda County,CA,06/29/2021,NA,NA,1153792,69,0.2807,0.1053,0.0702,0.8596,0.8772
El Dorado County,CA,06/29/2021,NA,NA,99029,51.4,0.0175,0.0702,0.1228,0.1404,0.0702
Fresno County,CA,06/29/2021,NA,NA,472373,47.3,0.9649,0.9298,0.8947,0.9123,0.7719
Alpine County,CA,06/29/2021,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Tulare County,CA,06/29/2021,NA,NA,181396,38.9,0.9298,1,0.8947,0.9298,0.4561
San Benito County,CA,06/29/2021,NA,NA,31750,50.6,0.3158,0.4737,0.3684,0.7719,0.0877
San Diego County,CA,06/29/2021,NA,NA,2825927,84.7,0.5263,0.5088,0.1754,0.5614,0.7544
Placer County,CA,06/29/2021,NA,NA,216286,54.3,0,0.0175,0.2456,0.2281,0.0175
Siskiyou County,CA,06/29/2021,NA,NA,19700,45.2,0.4561,0.5263,0.4211,0.193,0.2456
Nevada County,CA,06/29/2021,NA,NA,52861,53,0.0351,0.1754,0.193,0.0175,0.0351
Glenn County,CA,06/29/2021,NA,NA,11546,40.7,0.6667,0.6842,0.9649,0.5088,0.1404
Amador County,CA,06/29/2021,NA,NA,21061,53,0.2281,0.193,0.1579,0.1754,0.6667
Napa County,CA,06/29/2021,NA,NA,93464,67.9,0.3684,0.2105,0.3684,0.4737,0.6842
Mariposa County,CA,06/29/2021,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
San Bernardino County,CA,06/29/2021,NA,NA,942860,43.2,0.8421,0.8421,0.614,0.9474,0.6842
Merced County,CA,06/29/2021,NA,NA,107020,38.5,0.9825,0.9474,0.9474,0.9649,0.807
Inyo County,CA,06/29/2021,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Ventura County,CA,06/29/2021,NA,NA,504264,59.6,0.4386,0.4035,0.4912,0.5614,0.2281
Mendocino County,CA,06/29/2021,NA,NA,48114,55.5,0.8947,0.8947,0.8421,0.3684,0.7895
Lake County,CA,06/29/2021,NA,NA,29956,46.5,0.6316,0.8246,0.7895,0.2807,0.2632
Yuba County,CA,06/29/2021,NA,NA,29873,38,0.7368,0.7018,0.7018,0.4561,0.614
Del Norte County,CA,06/29/2021,NA,NA,9031,32.5,0.7719,0.5789,0.6842,0.4035,0.9649
Orange County,CA,06/29/2021,NA,NA,1884864,59.4,0.4211,0.3333,0.3158,0.6667,0.4386
Plumas County,CA,06/29/2021,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Kings County,CA,06/29/2021,NA,NA,52122,34.1,0.8596,0.807,0.807,0.8246,0.7368
Butte County,CA,06/29/2021,NA,NA,94684,43.2,0.5965,0.5965,0.4386,0.2456,0.8596
Fresno County,CA,06/28/2021,NA,NA,471693,47.2,0.9649,0.9298,0.8947,0.9123,0.7719
El Dorado County,CA,06/28/2021,NA,NA,98898,51.3,0.0175,0.0702,0.1228,0.1404,0.0702
Amador County,CA,06/28/2021,NA,NA,21057,53,0.2281,0.193,0.1579,0.1754,0.6667
Kern County,CA,06/28/2021,NA,NA,346781,38.5,0.9474,0.9649,0.7544,0.807,0.9123
Calaveras County,CA,06/28/2021,NA,NA,23421,51,0.1053,0.4211,0.3509,0.0526,0
Lassen County,CA,06/28/2021,NA,NA,8659,28.3,0.2982,0.2982,0.2281,0.3333,0.5614
Santa Cruz County,CA,06/28/2021,NA,NA,182532,66.8,0.4035,0.2807,0.193,0.4386,0.8246
San Benito County,CA,06/28/2021,NA,NA,31713,50.5,0.3158,0.4737,0.3684,0.7719,0.0877
Alameda County,CA,06/28/2021,NA,NA,1152714,69,0.2807,0.1053,0.0702,0.8596,0.8772
Sutter County,CA,06/28/2021,NA,NA,44187,45.6,0.7018,0.6316,0.8596,0.5439,0.386
Alpine County,CA,06/28/2021,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Mariposa County,CA,06/28/2021,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
Placer County,CA,06/28/2021,NA,NA,216010,54.2,0,0.0175,0.2456,0.2281,0.0175
Orange County,CA,06/28/2021,NA,NA,1882528,59.3,0.4211,0.3333,0.3158,0.6667,0.4386
Contra Costa County,CA,06/28/2021,NA,NA,756275,65.6,0.1754,0.1228,0.4912,0.6316,0.1228
Ventura County,CA,06/28/2021,NA,NA,503885,59.6,0.4386,0.4035,0.4912,0.5614,0.2281
Mendocino County,CA,06/28/2021,NA,NA,48093,55.4,0.8947,0.8947,0.8421,0.3684,0.7895
Stanislaus County,CA,06/28/2021,NA,NA,280568,51,0.7193,0.7368,0.8246,0.6491,0.2982
Monterey County,CA,06/28/2021,NA,NA,245699,56.6,0.8246,0.7193,0.5614,0.8947,0.8421
Plumas County,CA,06/28/2021,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Tuolumne County,CA,06/28/2021,NA,NA,27580,50.6,0.3333,0.4386,0.2982,0.0877,0.5439
Shasta County,CA,06/28/2021,NA,NA,72796,40.4,0.4737,0.4561,0.6667,0.1053,0.4737
Solano County,CA,06/28/2021,NA,NA,255180,57,0.386,0.2456,0.6316,0.7193,0.3158
Trinity County,CA,06/28/2021,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Sierra County,CA,06/28/2021,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Modoc County,CA,06/28/2021,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
Tehama County,CA,06/28/2021,NA,NA,20494,31.5,0.7544,0.7895,0.8596,0.3158,0.4912
Sacramento County,CA,06/28/2021,NA,NA,812276,52.3,0.5439,0.4912,0.6316,0.614,0.4211
Siskiyou County,CA,06/28/2021,NA,NA,19694,45.2,0.4561,0.5263,0.4211,0.193,0.2456
Butte County,CA,06/28/2021,NA,NA,94605,43.2,0.5965,0.5965,0.4386,0.2456,0.8596
San Mateo County,CA,06/28/2021,NA,NA,556168,72.6,0.0702,0.0351,0.0351,0.7018,0.3509
Mono County,CA,06/28/2021,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Sonoma County,CA,06/28/2021,NA,NA,326839,66.1,0.193,0.2105,0.2632,0.386,0.2807
Humboldt County,CA,06/28/2021,NA,NA,73076,53.9,0.6842,0.8596,0.4035,0.2105,0.7193
Tulare County,CA,06/28/2021,NA,NA,181133,38.9,0.9298,1,0.8947,0.9298,0.4561
San Francisco County,CA,06/28/2021,NA,NA,658943,74.7,0.2632,0.0877,0.0175,0.6667,0.8947
San Bernardino County,CA,06/28/2021,NA,NA,941712,43.2,0.8421,0.8421,0.614,0.9474,0.6842
San Luis Obispo County,CA,06/28/2021,NA,NA,146741,51.8,0.1228,0.2632,0.0526,0.2982,0.3333
Yolo County,CA,06/28/2021,NA,NA,127378,57.8,0.4912,0.3684,0.1053,0.5263,0.9123
Imperial County,CA,06/28/2021,NA,NA,111663,61.6,1,0.9825,1,1,1
Riverside County,CA,06/28/2021,NA,NA,1115808,45.2,0.6491,0.7368,0.5965,0.7544,0.4035
Napa County,CA,06/28/2021,NA,NA,93388,67.8,0.3684,0.2105,0.3684,0.4737,0.6842
Lake County,CA,06/28/2021,NA,NA,29945,46.5,0.6316,0.8246,0.7895,0.2807,0.2632
Merced County,CA,06/28/2021,NA,NA,106955,38.5,0.9825,0.9474,0.9474,0.9649,0.807
Inyo County,CA,06/28/2021,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Colusa County,CA,06/28/2021,NA,NA,9881,45.9,0.5789,0.5263,0.9825,0.7368,0.1053
Kings County,CA,06/28/2021,NA,NA,51900,33.9,0.8596,0.807,0.807,0.8246,0.7368
Santa Clara County,CA,06/28/2021,NA,NA,1397604,72.5,0.2105,0.0526,0.0877,0.8596,0.6491
San Joaquin County,CA,06/28/2021,NA,NA,383970,50.4,0.7895,0.6667,0.7368,0.8421,0.5965
Marin County,CA,06/28/2021,NA,NA,201340,77.8,0.0526,0,0.1404,0.2632,0.1754
Unknown County,CA,06/28/2021,NA,NA,827934,0,NA,NA,NA,NA,NA
San Diego County,CA,06/28/2021,NA,NA,2820517,84.5,0.5263,0.5088,0.1754,0.5614,0.7544
Santa Barbara County,CA,06/28/2021,NA,NA,259955,58.2,0.807,0.614,0.5439,0.5965,0.9825
Yuba County,CA,06/28/2021,NA,NA,29593,37.6,0.7368,0.7018,0.7018,0.4561,0.614
Glenn County,CA,06/28/2021,NA,NA,11535,40.6,0.6667,0.6842,0.9649,0.5088,0.1404
Nevada County,CA,06/28/2021,NA,NA,52054,52.2,0.0351,0.1754,0.193,0.0175,0.0351
Del Norte County,CA,06/28/2021,NA,NA,9026,32.5,0.7719,0.5789,0.6842,0.4035,0.9649
Madera County,CA,06/28/2021,NA,NA,66486,42.3,0.9123,0.9123,0.9298,0.7719,0.614
Los Angeles County,CA,06/28/2021,NA,NA,5813341,57.9,0.8772,0.8772,0.4561,0.9825,0.9474
Alpine County,CA,06/27/2021,NA,NA,0,0,0.3509,0.3509,0.5263,0.4912,0.193
Placer County,CA,06/27/2021,NA,NA,215598,54.1,0,0.0175,0.2456,0.2281,0.0175
Monterey County,CA,06/27/2021,NA,NA,244651,56.4,0.8246,0.7193,0.5614,0.8947,0.8421
Sutter County,CA,06/27/2021,NA,NA,44061,45.4,0.7018,0.6316,0.8596,0.5439,0.386
Yuba County,CA,06/27/2021,NA,NA,29263,37.2,0.7368,0.7018,0.7018,0.4561,0.614
Mendocino County,CA,06/27/2021,NA,NA,48064,55.4,0.8947,0.8947,0.8421,0.3684,0.7895
San Benito County,CA,06/27/2021,NA,NA,31668,50.4,0.3158,0.4737,0.3684,0.7719,0.0877
Ventura County,CA,06/27/2021,NA,NA,502985,59.5,0.4386,0.4035,0.4912,0.5614,0.2281
Marin County,CA,06/27/2021,NA,NA,201061,77.7,0.0526,0,0.1404,0.2632,0.1754
San Joaquin County,CA,06/27/2021,NA,NA,383593,50.3,0.7895,0.6667,0.7368,0.8421,0.5965
Nevada County,CA,06/27/2021,NA,NA,52009,52.1,0.0351,0.1754,0.193,0.0175,0.0351
Ventura County,CA,12/17/2020,NA,NA,0,0,0.4386,0.4035,0.4912,0.5614,0.2281
Siskiyou County,CA,06/27/2021,NA,NA,19675,45.2,0.4561,0.5263,0.4211,0.193,0.2456
Butte County,CA,06/27/2021,NA,NA,94449,43.1,0.5965,0.5965,0.4386,0.2456,0.8596
Orange County,CA,06/27/2021,NA,NA,1878237,59.1,0.4211,0.3333,0.3158,0.6667,0.4386
Lassen County,CA,06/27/2021,NA,NA,8648,28.3,0.2982,0.2982,0.2281,0.3333,0.5614
Modoc County,CA,06/27/2021,NA,NA,0,0,0.5088,0.6316,0.5789,0.1579,0.193
Humboldt County,CA,06/27/2021,NA,NA,72948,53.8,0.6842,0.8596,0.4035,0.2105,0.7193
Kern County,CA,06/27/2021,NA,NA,345184,38.3,0.9474,0.9649,0.7544,0.807,0.9123
Del Norte County,CA,06/27/2021,NA,NA,9021,32.4,0.7719,0.5789,0.6842,0.4035,0.9649
Tuolumne County,CA,06/27/2021,NA,NA,27574,50.6,0.3333,0.4386,0.2982,0.0877,0.5439
Santa Clara County,CA,06/27/2021,NA,NA,1395157,72.4,0.2105,0.0526,0.0877,0.8596,0.6491
Plumas County,CA,06/27/2021,NA,NA,0,0,0.0877,0.1404,0.2632,0.0351,0.1579
Alameda County,CA,06/27/2021,NA,NA,1150517,68.8,0.2807,0.1053,0.0702,0.8596,0.8772
Solano County,CA,06/27/2021,NA,NA,254024,56.7,0.386,0.2456,0.6316,0.7193,0.3158
Sierra County,CA,06/27/2021,NA,NA,0,0,0.1404,0.3684,0.4737,0,0.0526
Inyo County,CA,06/27/2021,NA,NA,0,0,0.2456,0.1579,0.3333,0.4035,0.5088
Santa Barbara County,CA,06/27/2021,NA,NA,258988,58,0.807,0.614,0.5439,0.5965,0.9825
San Mateo County,CA,06/27/2021,NA,NA,555146,72.4,0.0702,0.0351,0.0351,0.7018,0.3509
Los Angeles County,CA,06/27/2021,NA,NA,5799064,57.8,0.8772,0.8772,0.4561,0.9825,0.9474
Madera County,CA,06/27/2021,NA,NA,66375,42.2,0.9123,0.9123,0.9298,0.7719,0.614
Trinity County,CA,06/27/2021,NA,NA,0,0,0.614,0.7719,0.7193,0.0526,0.5789
Napa County,CA,06/27/2021,NA,NA,93283,67.7,0.3684,0.2105,0.3684,0.4737,0.6842
Contra Costa County,CA,06/27/2021,NA,NA,755234,65.5,0.1754,0.1228,0.4912,0.6316,0.1228
Mono County,CA,06/27/2021,NA,NA,0,0,0.1579,0.3158,0,0.3333,0.3684
Glenn County,CA,06/27/2021,NA,NA,11515,40.6,0.6667,0.6842,0.9649,0.5088,0.1404
Shasta County,CA,06/27/2021,NA,NA,72699,40.4,0.4737,0.4561,0.6667,0.1053,0.4737
Yolo County,CA,06/27/2021,NA,NA,127091,57.6,0.4912,0.3684,0.1053,0.5263,0.9123
Mariposa County,CA,06/27/2021,NA,NA,0,0,0.5614,0.5614,0.7719,0.1228,0.5088
San Bernardino County,CA,06/27/2021,NA,NA,938403,43,0.8421,0.8421,0.614,0.9474,0.6842
Calaveras County,CA,06/27/2021,NA,NA,23386,50.9,0.1053,0.4211,0.3509,0.0526,0
San Francisco County,CA,06/27/2021,NA,NA,657828,74.6,0.2632,0.0877,0.0175,0.6667,0.8947
San Diego County,CA,06/27/2021,NA,NA,2805250,84,0.5263,0.5088,0.1754,0.5614,0.7544
El Dorado County,CA,06/27/2021,NA,NA,98755,51.2,0.0175,0.0702,0.1228,0.1404,0.0702
Imperial County,CA,06/27/2021,NA,NA,111510,61.5,1,0.9825,1,1,1
Tulare County,CA,06/27/2021,NA,NA,180604,38.7,0.9298,1,0.8947,0.9298,0.4561
Santa Cruz County,CA,06/27/2021,NA,NA,182267,66.7,0.4035,0.2807,0.193,0.4386,0.8246
Tehama County,CA,06/27/2021,NA,NA,20464,31.4,0.7544,0.7895,0.8596,0.3158,0.4912
Kings County,CA,06/27/2021,NA,NA,51541,33.7,0.8596,0.807,0.807,0.8246,0.7368
San Luis Obispo County,CA,06/27/2021,NA,NA,146523,51.8,0.1228,0.2632,0.0526,0.2982,0.3333
