County,State,Date,cumulative_cases,New.cases,Pop_Vacs,Pop_Vacs_Pct
Tehama County,CA,04/12/2023,17963,7,32948,50.6
Tehama County,CA,04/19/2023,17990,27,32951,50.6
Tehama County,CA,04/26/2023,17997,7,32959,50.6
Tehama County,CA,05/03/2023,18023,26,32964,50.6
Tehama County,CA,05/10/2023,18040,17,32968,50.7
Yuba County,CA,12/16/2020,2921,421,0,0
Yuba County,CA,12/23/2020,3415,494,0,0
Yuba County,CA,12/30/2020,3763,348,0,0
Yuba County,CA,01/06/2021,4097,334,0,0
Yuba County,CA,01/13/2021,4445,348,0,0
Yuba County,CA,01/20/2021,4758,313,1808,2.3
Yuba County,CA,01/27/2021,5015,257,2972,3.8
Yuba County,CA,02/03/2021,5188,173,4050,5.1
Yuba County,CA,02/10/2021,5315,127,5244,6.7
Yuba County,CA,02/17/2021,5415,100,6529,8.3
Yuba County,CA,02/24/2021,5503,88,7512,9.5
Yuba County,CA,03/03/2021,5564,61,8431,10.7
Yuba County,CA,03/10/2021,5628,64,9342,11.9
Yuba County,CA,03/17/2021,5688,60,10441,13.3
Yuba County,CA,03/24/2021,5725,37,12795,16.3
Yuba County,CA,03/31/2021,5786,61,14609,18.6
Yuba County,CA,04/07/2021,5847,61,16451,20.9
Yuba County,CA,04/14/2021,5892,45,18736,23.8
Yuba County,CA,04/21/2021,5933,41,20643,26.2
Yuba County,CA,04/28/2021,5974,41,21803,27.7
Yuba County,CA,05/05/2021,6012,38,22677,28.8
Yuba County,CA,05/12/2021,6072,60,23571,30
Yuba County,CA,05/19/2021,6112,40,24580,31.2
Yuba County,CA,05/26/2021,6152,40,25779,32.8
Yuba County,CA,06/02/2021,6197,45,26831,34.1
Yuba County,CA,06/09/2021,6236,39,27447,34.9
Yuba County,CA,06/16/2021,6263,27,28071,35.7
Yuba County,CA,06/23/2021,6314,51,28689,36.5
Yuba County,CA,06/30/2021,6321,7,29960,38.1
Yuba County,CA,07/07/2021,6364,43,30439,38.7
Yuba County,CA,07/14/2021,6412,48,31028,39.4
Yuba County,CA,07/21/2021,6528,116,31558,40.1
Yuba County,CA,07/28/2021,6708,180,32278,41
Yuba County,CA,08/04/2021,6940,232,33140,42.1
Yuba County,CA,08/11/2021,7195,255,34092,43.3
Yuba County,CA,08/18/2021,7526,331,35049,44.6
Yuba County,CA,08/25/2021,7900,374,35792,45.5
Yuba County,CA,09/01/2021,8437,537,36829,46.8
Yuba County,CA,09/08/2021,8833,396,37447,47.6
Yuba County,CA,09/15/2021,9131,298,38385,48.8
Yuba County,CA,09/22/2021,9346,215,39258,49.9
Yuba County,CA,09/29/2021,9544,198,40085,51
Yuba County,CA,10/06/2021,9735,191,40618,51.6
Yuba County,CA,10/13/2021,9937,202,40987,52.1
Yuba County,CA,10/20/2021,10094,157,41657,53
Yuba County,CA,10/27/2021,10238,144,42089,53.5
Yuba County,CA,11/03/2021,10418,180,42391,53.9
Yuba County,CA,11/10/2021,10527,109,42755,54.3
Yuba County,CA,11/17/2021,10629,102,43239,55
Yuba County,CA,11/24/2021,10710,81,43709,55.6
Yuba County,CA,12/01/2021,10778,68,44016,56
Yuba County,CA,12/08/2021,10896,118,44423,56.5
Yuba County,CA,12/15/2021,10992,96,44861,57
Yuba County,CA,12/22/2021,11096,104,45282,57.6
Yuba County,CA,12/29/2021,11213,117,45580,57.9
Yuba County,CA,01/05/2022,11600,387,45923,58.4
Yuba County,CA,01/12/2022,12552,952,46350,58.9
Yuba County,CA,01/19/2022,13805,1253,46612,59.3
Yuba County,CA,01/26/2022,15067,1262,46968,59.7
Yuba County,CA,02/02/2022,15806,739,46311,58.9
Yuba County,CA,02/09/2022,16239,433,46556,59.2
Yuba County,CA,02/16/2022,16526,287,46776,59.5
Yuba County,CA,02/23/2022,16693,167,47001,59.7
Yuba County,CA,03/02/2022,16803,110,47174,60
Yuba County,CA,03/09/2022,16900,97,47278,60.1
Yuba County,CA,03/16/2022,16942,42,47373,60.2
Yuba County,CA,03/23/2022,16985,43,47464,60.3
Yuba County,CA,03/30/2022,17019,34,47512,60.4
Yuba County,CA,04/06/2022,17050,31,47608,60.5
Yuba County,CA,04/13/2022,17059,9,47679,60.6
Yuba County,CA,04/20/2022,17087,28,47751,60.7
Yuba County,CA,04/27/2022,17128,41,47863,60.8
Yuba County,CA,05/04/2022,17169,41,47921,60.9
Yuba County,CA,05/11/2022,17236,67,47970,61
Yuba County,CA,05/18/2022,17367,131,47927,60.9
Yuba County,CA,05/25/2022,17557,190,47981,61
Yuba County,CA,06/01/2022,17723,166,48034,61.1
Yuba County,CA,06/08/2022,17919,196,48060,61.1
Yuba County,CA,06/15/2022,18150,231,48106,61.2
Yuba County,CA,06/22/2022,18343,193,48157,61.2
Yuba County,CA,06/29/2022,18549,206,48285,61.4
Yuba County,CA,07/06/2022,18771,222,48339,61.4
Yuba County,CA,07/13/2022,18977,206,48408,61.5
Yuba County,CA,07/20/2022,19197,220,48490,61.6
Yuba County,CA,07/27/2022,19449,252,48551,61.7
Yuba County,CA,08/03/2022,19596,147,48607,61.8
Yuba County,CA,08/10/2022,19749,153,48659,61.9
Yuba County,CA,08/17/2022,19907,158,48700,61.9
Yuba County,CA,08/24/2022,20045,138,48745,62
Yuba County,CA,08/31/2022,20208,163,48793,62
Yuba County,CA,09/07/2022,20339,131,48826,62.1
Yuba County,CA,09/14/2022,20447,108,48875,62.1
Yuba County,CA,09/21/2022,20531,84,48931,62.2
Yuba County,CA,09/28/2022,20587,56,48959,62.2
Yuba County,CA,10/05/2022,20624,37,48990,62.3
Yuba County,CA,10/12/2022,20659,35,49070,62.4
Yuba County,CA,10/19/2022,20696,37,49160,62.5
Yuba County,CA,10/26/2022,20736,40,49165,62.5
Yuba County,CA,11/02/2022,20792,56,49164,62.5
Yuba County,CA,11/09/2022,20831,39,49239,62.6
Yuba County,CA,11/16/2022,20892,61,49328,62.7
Yuba County,CA,11/23/2022,20977,85,49335,62.7
Yuba County,CA,11/30/2022,21057,80,49165,62.5
Yuba County,CA,12/07/2022,21151,94,49204,62.5
Yuba County,CA,12/14/2022,21241,90,49232,62.6
Yuba County,CA,12/21/2022,21349,108,49238,62.6
Yuba County,CA,12/28/2022,21457,108,49299,62.7
Yuba County,CA,01/04/2023,21550,93,49324,62.7
Yuba County,CA,01/11/2023,21628,78,49353,62.7
Yuba County,CA,01/18/2023,21672,44,49387,62.8
Yuba County,CA,01/25/2023,21706,34,49398,62.8
Yuba County,CA,02/01/2023,21751,45,49421,62.8
Yuba County,CA,02/08/2023,21783,32,49452,62.9
Yuba County,CA,02/15/2023,21819,36,49466,62.9
Yuba County,CA,02/22/2023,21846,27,49486,62.9
Yuba County,CA,03/01/2023,21884,38,49499,62.9
Yuba County,CA,03/08/2023,21932,48,49525,63
Yuba County,CA,03/15/2023,21969,37,49535,63
Yuba County,CA,03/22/2023,22000,31,49543,63
Yuba County,CA,03/29/2023,22025,25,49552,63
Yuba County,CA,04/05/2023,22051,26,49563,63
Yuba County,CA,04/12/2023,22078,27,49579,63
Yuba County,CA,04/19/2023,22098,20,49584,63
Yuba County,CA,04/26/2023,22123,25,49588,63
Yuba County,CA,05/03/2023,22147,24,49594,63
Yuba County,CA,05/10/2023,22174,27,49607,63.1
Alpine County,CA,12/16/2020,64,11,0,0
Alpine County,CA,12/23/2020,64,0,0,0
Alpine County,CA,12/30/2020,65,1,0,0
Alpine County,CA,01/06/2021,70,5,0,0
Alpine County,CA,01/13/2021,71,1,0,0
Alpine County,CA,01/20/2021,71,0,0,0
Alpine County,CA,01/27/2021,72,1,0,0
Alpine County,CA,02/03/2021,72,0,0,0
Alpine County,CA,02/10/2021,76,4,0,0
Alpine County,CA,02/17/2021,76,0,0,0
Alpine County,CA,02/24/2021,77,1,0,0
Alpine County,CA,03/03/2021,77,0,0,0
Alpine County,CA,03/10/2021,78,1,0,0
Alpine County,CA,03/17/2021,82,4,0,0
Alpine County,CA,03/24/2021,84,2,0,0
Alpine County,CA,03/31/2021,85,1,0,0
Alpine County,CA,04/07/2021,85,0,0,0
Alpine County,CA,04/14/2021,85,0,0,0
Alpine County,CA,04/21/2021,85,0,0,0
Alpine County,CA,04/28/2021,88,3,0,0
Alpine County,CA,05/05/2021,88,0,0,0
Alpine County,CA,05/12/2021,88,0,0,0
Alpine County,CA,05/19/2021,88,0,0,0
Alpine County,CA,05/26/2021,88,0,0,0
Alpine County,CA,06/02/2021,88,0,0,0
Alpine County,CA,06/09/2021,88,0,0,0
Alpine County,CA,06/16/2021,88,0,0,0
Alpine County,CA,06/23/2021,88,0,0,0
Alpine County,CA,06/30/2021,89,1,0,0
Alpine County,CA,07/07/2021,89,0,0,0
Alpine County,CA,07/14/2021,89,0,0,0
Alpine County,CA,07/21/2021,89,0,0,0
Alpine County,CA,07/28/2021,89,0,0,0
Alpine County,CA,08/04/2021,91,2,0,0
Alpine County,CA,08/11/2021,91,0,0,0
Alpine County,CA,08/18/2021,91,0,0,0
Alpine County,CA,08/25/2021,92,1,0,0
Alpine County,CA,09/01/2021,92,0,0,0
Alpine County,CA,09/08/2021,94,2,0,0
Alpine County,CA,09/15/2021,98,4,0,0
Alpine County,CA,09/22/2021,100,2,0,0
Alpine County,CA,09/29/2021,101,1,0,0
Alpine County,CA,10/06/2021,102,1,0,0
Alpine County,CA,10/13/2021,102,0,0,0
Alpine County,CA,10/20/2021,103,1,0,0
Alpine County,CA,10/27/2021,105,2,0,0
Alpine County,CA,11/03/2021,105,0,0,0
Alpine County,CA,11/10/2021,105,0,0,0
Alpine County,CA,11/17/2021,105,0,0,0
Alpine County,CA,11/24/2021,106,1,0,0
Alpine County,CA,12/01/2021,108,2,0,0
Alpine County,CA,12/08/2021,108,0,0,0
Alpine County,CA,12/15/2021,109,1,0,0
Alpine County,CA,12/22/2021,112,3,0,0
Alpine County,CA,12/29/2021,113,1,0,0
Alpine County,CA,01/05/2022,113,0,0,0
Alpine County,CA,01/12/2022,116,3,0,0
Alpine County,CA,01/19/2022,119,3,0,0
Alpine County,CA,01/26/2022,123,4,0,0
Alpine County,CA,02/02/2022,123,0,0,0
Alpine County,CA,02/09/2022,123,0,0,0
Alpine County,CA,02/16/2022,123,0,0,0
Alpine County,CA,02/23/2022,123,0,0,0
Alpine County,CA,03/02/2022,123,0,0,0
Alpine County,CA,03/09/2022,123,0,0,0
Alpine County,CA,03/16/2022,123,0,NA,NA
Alpine County,CA,03/23/2022,123,0,NA,NA
Alpine County,CA,03/30/2022,125,2,NA,NA
Alpine County,CA,04/06/2022,125,0,NA,NA
Alpine County,CA,04/13/2022,125,0,NA,NA
Alpine County,CA,04/20/2022,125,0,NA,NA
Alpine County,CA,04/27/2022,125,0,NA,NA
Alpine County,CA,05/04/2022,125,0,NA,NA
Alpine County,CA,05/11/2022,126,1,NA,NA
Alpine County,CA,05/18/2022,127,1,NA,NA
Alpine County,CA,05/25/2022,127,0,NA,NA
Alpine County,CA,06/01/2022,129,2,NA,NA
Alpine County,CA,06/08/2022,129,0,NA,NA
Alpine County,CA,06/15/2022,130,1,NA,NA
Alpine County,CA,06/22/2022,130,0,NA,NA
Alpine County,CA,06/29/2022,130,0,NA,NA
Alpine County,CA,07/06/2022,130,0,NA,NA
Alpine County,CA,07/13/2022,130,0,NA,NA
Alpine County,CA,07/20/2022,131,1,NA,NA
Alpine County,CA,07/27/2022,131,0,NA,NA
Alpine County,CA,08/03/2022,131,0,NA,NA
Alpine County,CA,08/10/2022,132,1,NA,NA
Alpine County,CA,08/17/2022,132,0,NA,NA
Alpine County,CA,08/24/2022,132,0,NA,NA
Alpine County,CA,08/31/2022,134,2,NA,NA
Alpine County,CA,09/07/2022,134,0,NA,NA
Alpine County,CA,09/14/2022,135,1,NA,NA
Alpine County,CA,09/21/2022,135,0,NA,NA
Alpine County,CA,09/28/2022,135,0,NA,NA
Alpine County,CA,10/05/2022,136,1,NA,NA
Alpine County,CA,10/12/2022,136,0,NA,NA
Alpine County,CA,10/19/2022,137,1,NA,NA
Alpine County,CA,10/26/2022,137,0,NA,NA
Alpine County,CA,11/02/2022,137,0,NA,NA
Alpine County,CA,11/09/2022,137,0,NA,NA
Alpine County,CA,11/16/2022,137,0,NA,NA
Alpine County,CA,11/23/2022,139,2,NA,NA
Alpine County,CA,11/30/2022,140,1,NA,NA
Alpine County,CA,12/07/2022,140,0,NA,NA
Alpine County,CA,12/14/2022,140,0,NA,NA
Alpine County,CA,12/21/2022,141,1,NA,NA
Alpine County,CA,12/28/2022,141,0,NA,NA
Alpine County,CA,01/04/2023,143,2,NA,NA
Alpine County,CA,01/11/2023,143,0,NA,NA
Alpine County,CA,01/18/2023,143,0,NA,NA
Alpine County,CA,01/25/2023,143,0,NA,NA
Alpine County,CA,02/01/2023,143,0,NA,NA
Alpine County,CA,02/08/2023,143,0,NA,NA
Alpine County,CA,02/15/2023,143,0,NA,NA
Alpine County,CA,02/22/2023,143,0,NA,NA
Alpine County,CA,03/01/2023,143,0,NA,NA
Alpine County,CA,03/08/2023,143,0,NA,NA
Alpine County,CA,03/15/2023,143,0,NA,NA
Alpine County,CA,03/22/2023,143,0,NA,NA
Alpine County,CA,03/29/2023,143,0,NA,NA
Alpine County,CA,04/05/2023,143,0,NA,NA
Alpine County,CA,04/12/2023,143,0,NA,NA
Alpine County,CA,04/19/2023,143,0,NA,NA
Alpine County,CA,04/26/2023,143,0,NA,NA
Alpine County,CA,05/03/2023,143,0,NA,NA
Alpine County,CA,05/10/2023,143,0,NA,NA
Butte County,CA,12/16/2020,6149,1095,0,0
Butte County,CA,12/23/2020,7238,1089,0,0
Butte County,CA,12/30/2020,8110,872,0,0
Butte County,CA,01/06/2021,9120,1010,0,0
Butte County,CA,01/13/2021,10150,1030,5960,2.7
Butte County,CA,01/20/2021,10921,771,8295,3.8
Butte County,CA,01/27/2021,11412,491,13595,6.2
Butte County,CA,02/03/2021,11839,427,21848,10
Butte County,CA,02/10/2021,12141,302,29410,13.4
Butte County,CA,02/17/2021,12348,207,32881,15
Butte County,CA,02/24/2021,12510,162,36284,16.6
Butte County,CA,03/03/2021,12648,138,39107,17.8
Butte County,CA,03/10/2021,12741,93,41496,18.9
Butte County,CA,03/17/2021,12818,77,47539,21.7
Butte County,CA,03/24/2021,12909,91,55430,25.3
Butte County,CA,03/31/2021,12989,80,62156,28.4
Butte County,CA,04/07/2021,13104,115,67655,30.9
Butte County,CA,04/14/2021,13220,116,71683,32.7
Butte County,CA,04/21/2021,13366,146,76247,34.8
Butte County,CA,04/28/2021,13510,144,79403,36.2
Butte County,CA,05/05/2021,13683,173,81710,37.3
Butte County,CA,05/12/2021,13830,147,83833,38.2
Butte County,CA,05/19/2021,13994,164,85675,39.1
Butte County,CA,05/26/2021,14137,143,87887,40.1
Butte County,CA,06/02/2021,14277,140,89503,40.8
Butte County,CA,06/09/2021,14399,122,90840,41.4
Butte County,CA,06/16/2021,14493,94,92162,42
Butte County,CA,06/23/2021,14549,56,93341,42.6
Butte County,CA,06/30/2021,14566,17,94834,43.3
Butte County,CA,07/07/2021,14663,97,96110,43.8
Butte County,CA,07/14/2021,14745,82,97239,44.4
Butte County,CA,07/21/2021,14888,143,98439,44.9
Butte County,CA,07/28/2021,15151,263,99884,45.6
Butte County,CA,08/04/2021,15593,442,101390,46.3
Butte County,CA,08/11/2021,16104,511,103158,47.1
Butte County,CA,08/18/2021,16762,658,104825,47.8
Butte County,CA,08/25/2021,17573,811,106179,48.4
Butte County,CA,09/01/2021,18732,1159,108410,49.5
Butte County,CA,09/08/2021,19757,1025,109579,50
Butte County,CA,09/15/2021,20742,985,110879,50.6
Butte County,CA,09/22/2021,21580,838,112189,51.2
Butte County,CA,09/29/2021,22243,663,113211,51.7
Butte County,CA,10/06/2021,22686,443,114299,52.1
Butte County,CA,10/13/2021,23109,423,115103,52.5
Butte County,CA,10/20/2021,23629,520,115908,52.9
Butte County,CA,10/27/2021,24111,482,116755,53.3
Butte County,CA,11/03/2021,24538,427,117578,53.6
Butte County,CA,11/10/2021,24868,330,118336,54
Butte County,CA,11/17/2021,25086,218,119826,54.7
Butte County,CA,11/24/2021,25299,213,120913,55.2
Butte County,CA,12/01/2021,25505,206,121626,55.5
Butte County,CA,12/08/2021,25736,231,122462,55.9
Butte County,CA,12/15/2021,25898,162,123350,56.3
Butte County,CA,12/22/2021,26070,172,124156,56.6
Butte County,CA,12/29/2021,26424,354,124988,57
Butte County,CA,01/05/2022,27464,1040,125771,57.4
Butte County,CA,01/12/2022,29361,1897,126648,57.8
Butte County,CA,01/19/2022,31910,2549,128071,58.4
Butte County,CA,01/26/2022,34748,2838,128825,58.8
Butte County,CA,02/02/2022,36686,1938,126198,57.6
Butte County,CA,02/09/2022,37546,860,126714,57.8
Butte County,CA,02/16/2022,38312,766,127126,58
Butte County,CA,02/23/2022,38829,517,127497,58.2
Butte County,CA,03/02/2022,39109,280,127847,58.3
Butte County,CA,03/09/2022,39389,280,128178,58.5
Butte County,CA,03/16/2022,39444,55,128389,58.6
Butte County,CA,03/23/2022,39534,90,128560,58.7
Butte County,CA,03/30/2022,39600,66,128718,58.7
Butte County,CA,04/06/2022,39659,59,128872,58.8
Butte County,CA,04/13/2022,39693,34,129039,58.9
Butte County,CA,04/20/2022,39766,73,129210,58.9
Butte County,CA,04/27/2022,39822,56,129383,59
Butte County,CA,05/04/2022,39956,134,129532,59.1
Butte County,CA,05/11/2022,40080,124,129664,59.2
Butte County,CA,05/18/2022,40290,210,129461,59.1
Butte County,CA,05/25/2022,40651,361,129612,59.1
Butte County,CA,06/01/2022,40996,345,129735,59.2
Butte County,CA,06/08/2022,41454,458,129804,59.2
Butte County,CA,06/15/2022,42033,579,129910,59.3
Butte County,CA,06/22/2022,42507,474,130028,59.3
Butte County,CA,06/29/2022,43124,617,130196,59.4
Butte County,CA,07/06/2022,43690,566,130351,59.5
Butte County,CA,07/13/2022,44184,494,130492,59.5
Butte County,CA,07/20/2022,44749,565,130678,59.6
Butte County,CA,07/27/2022,45221,472,130849,59.7
Butte County,CA,08/03/2022,45653,432,130995,59.8
Butte County,CA,08/10/2022,46023,370,131147,59.8
Butte County,CA,08/17/2022,46457,434,131296,59.9
Butte County,CA,08/24/2022,46900,443,131434,60
Butte County,CA,08/31/2022,47379,479,131536,60
Butte County,CA,09/07/2022,47808,429,131601,60
Butte County,CA,09/14/2022,48078,270,131741,60.1
Butte County,CA,09/21/2022,48247,169,131874,60.2
Butte County,CA,09/28/2022,48392,145,131989,60.2
Butte County,CA,10/05/2022,48514,122,132110,60.3
Butte County,CA,10/12/2022,48642,128,132266,60.3
Butte County,CA,10/19/2022,48687,45,132522,60.5
Butte County,CA,10/26/2022,48788,101,132560,60.5
Butte County,CA,11/02/2022,48946,158,132609,60.5
Butte County,CA,11/09/2022,49050,104,132876,60.6
Butte County,CA,11/16/2022,49186,136,133142,60.7
Butte County,CA,11/23/2022,49368,182,133165,60.8
Butte County,CA,11/30/2022,49512,144,132382,60.4
Butte County,CA,12/07/2022,49786,274,132485,60.4
Butte County,CA,12/14/2022,50012,226,132571,60.5
Butte County,CA,12/21/2022,50626,614,132581,60.5
Butte County,CA,12/28/2022,50814,188,132705,60.5
Butte County,CA,01/04/2023,50968,154,132750,60.6
Butte County,CA,01/11/2023,51198,230,132807,60.6
Butte County,CA,01/18/2023,51294,96,132923,60.6
Butte County,CA,01/25/2023,51396,102,132992,60.7
Butte County,CA,02/01/2023,51467,71,133029,60.7
Butte County,CA,02/08/2023,51586,119,133095,60.7
Butte County,CA,02/15/2023,51708,122,133128,60.7
Butte County,CA,02/22/2023,51819,111,133146,60.7
Butte County,CA,03/01/2023,51916,97,133183,60.8
Butte County,CA,03/08/2023,51989,73,133222,60.8
Butte County,CA,03/15/2023,52048,59,133245,60.8
Butte County,CA,03/22/2023,52107,59,133259,60.8
Butte County,CA,03/29/2023,52158,51,133274,60.8
Butte County,CA,04/05/2023,52220,62,133280,60.8
Butte County,CA,04/12/2023,52234,14,133302,60.8
Butte County,CA,04/19/2023,52315,81,133320,60.8
Butte County,CA,04/26/2023,52408,93,133340,60.8
Butte County,CA,05/03/2023,52479,71,133351,60.8
Butte County,CA,05/10/2023,52526,47,133380,60.9
Colusa County,CA,12/16/2020,1068,167,0,0
Colusa County,CA,12/23/2020,1215,147,0,0
Colusa County,CA,12/30/2020,1360,145,0,0
Colusa County,CA,01/06/2021,1501,141,0,0
Colusa County,CA,01/13/2021,1660,159,0,0
Colusa County,CA,01/20/2021,1793,133,0,0
Colusa County,CA,01/27/2021,1922,129,0,0
Colusa County,CA,02/03/2021,1996,74,0,0
Colusa County,CA,02/10/2021,2054,58,1214,5.6
Colusa County,CA,02/17/2021,2110,56,1855,8.6
Colusa County,CA,02/24/2021,2128,18,2295,10.7
Colusa County,CA,03/03/2021,2140,12,2700,12.5
Colusa County,CA,03/10/2021,2154,14,3017,14
Colusa County,CA,03/17/2021,2156,2,3639,16.9
Colusa County,CA,03/24/2021,2159,3,4493,20.9
Colusa County,CA,03/31/2021,2166,7,4964,23
Colusa County,CA,04/07/2021,2172,6,5782,26.8
Colusa County,CA,04/14/2021,2189,17,6316,29.3
Colusa County,CA,04/21/2021,2204,15,6933,32.2
Colusa County,CA,04/28/2021,2220,16,7594,35.2
Colusa County,CA,05/05/2021,2232,12,7990,37.1
Colusa County,CA,05/12/2021,2238,6,8371,38.8
Colusa County,CA,05/19/2021,2250,12,8700,40.4
Colusa County,CA,05/26/2021,2263,13,9012,41.8
Colusa County,CA,06/02/2021,2272,9,9245,42.9
Colusa County,CA,06/09/2021,2279,7,9430,43.8
Colusa County,CA,06/16/2021,2287,8,9568,44.4
Colusa County,CA,06/23/2021,2290,3,9731,45.2
Colusa County,CA,06/30/2021,2290,0,9900,45.9
Colusa County,CA,07/07/2021,2298,8,10113,46.9
Colusa County,CA,07/14/2021,2307,9,10266,47.6
Colusa County,CA,07/21/2021,2328,21,10409,48.3
Colusa County,CA,07/28/2021,2353,25,10596,49.2
Colusa County,CA,08/04/2021,2388,35,10768,50
Colusa County,CA,08/11/2021,2499,111,10996,51
Colusa County,CA,08/18/2021,2602,103,11258,52.2
Colusa County,CA,08/25/2021,2695,93,11443,53.1
Colusa County,CA,09/01/2021,2780,85,11806,54.8
Colusa County,CA,09/08/2021,2823,43,11947,55.4
Colusa County,CA,09/15/2021,2878,55,12096,56.1
Colusa County,CA,09/22/2021,2932,54,12247,56.8
Colusa County,CA,09/29/2021,2964,32,12372,57.4
Colusa County,CA,10/06/2021,2988,24,12494,58
Colusa County,CA,10/13/2021,3025,37,12595,58.5
Colusa County,CA,10/20/2021,3067,42,12690,58.9
Colusa County,CA,10/27/2021,3115,48,12780,59.3
Colusa County,CA,11/03/2021,3146,31,12886,59.8
Colusa County,CA,11/10/2021,3173,27,13006,60.4
Colusa County,CA,11/17/2021,3204,31,13145,61
Colusa County,CA,11/24/2021,3238,34,13278,61.6
Colusa County,CA,12/01/2021,3273,35,13365,62
Colusa County,CA,12/08/2021,3310,37,13500,62.7
Colusa County,CA,12/15/2021,3325,15,13708,63.6
Colusa County,CA,12/22/2021,3348,23,13845,64.3
Colusa County,CA,12/29/2021,3384,36,13942,64.7
Colusa County,CA,01/05/2022,3461,77,14033,65.1
Colusa County,CA,01/12/2022,3601,140,14201,65.9
Colusa County,CA,01/19/2022,3787,186,14310,66.4
Colusa County,CA,01/26/2022,3996,209,14437,67
Colusa County,CA,02/02/2022,4167,171,14188,65.8
Colusa County,CA,02/09/2022,4285,118,14267,66.2
Colusa County,CA,02/16/2022,4419,134,14346,66.6
Colusa County,CA,02/23/2022,4457,38,14421,66.9
Colusa County,CA,03/02/2022,4487,30,14471,67.2
Colusa County,CA,03/09/2022,4516,29,14520,67.4
Colusa County,CA,03/16/2022,4522,6,14539,67.5
Colusa County,CA,03/23/2022,4524,2,14559,67.6
Colusa County,CA,03/30/2022,4524,0,14574,67.6
Colusa County,CA,04/06/2022,4527,3,14609,67.8
Colusa County,CA,04/13/2022,4529,2,14627,67.9
Colusa County,CA,04/20/2022,4533,4,14658,68
Colusa County,CA,04/27/2022,4536,3,14677,68.1
Colusa County,CA,05/04/2022,4539,3,14710,68.3
Colusa County,CA,05/11/2022,4542,3,14722,68.3
Colusa County,CA,05/18/2022,4553,11,14733,68.4
Colusa County,CA,05/25/2022,4559,6,14751,68.5
Colusa County,CA,06/01/2022,4574,15,14761,68.5
Colusa County,CA,06/08/2022,4601,27,14787,68.6
Colusa County,CA,06/15/2022,4630,29,14805,68.7
Colusa County,CA,06/22/2022,4665,35,14817,68.8
Colusa County,CA,06/29/2022,4702,37,14832,68.8
Colusa County,CA,07/06/2022,4748,46,14842,68.9
Colusa County,CA,07/13/2022,4779,31,14851,68.9
Colusa County,CA,07/20/2022,4825,46,14873,69
Colusa County,CA,07/27/2022,4865,40,14884,69.1
Colusa County,CA,08/03/2022,4892,27,14891,69.1
Colusa County,CA,08/10/2022,4904,12,14911,69.2
Colusa County,CA,08/17/2022,4929,25,14920,69.2
Colusa County,CA,08/24/2022,4936,7,14932,69.3
Colusa County,CA,08/31/2022,4974,38,14948,69.4
Colusa County,CA,09/07/2022,5003,29,14953,69.4
Colusa County,CA,09/14/2022,5042,39,14973,69.5
Colusa County,CA,09/21/2022,5055,13,14983,69.5
Colusa County,CA,09/28/2022,5062,7,14990,69.6
Colusa County,CA,10/05/2022,5079,17,15001,69.6
Colusa County,CA,10/12/2022,5094,15,15014,69.7
Colusa County,CA,10/19/2022,5097,3,15036,69.8
Colusa County,CA,10/26/2022,5108,11,15037,69.8
Colusa County,CA,11/02/2022,5116,8,15042,69.8
Colusa County,CA,11/09/2022,5120,4,15073,70
Colusa County,CA,11/16/2022,5126,6,15093,70
Colusa County,CA,11/23/2022,5149,23,15093,70
Colusa County,CA,11/30/2022,5158,9,15002,69.6
Colusa County,CA,12/07/2022,5183,25,15014,69.7
Colusa County,CA,12/14/2022,5200,17,15018,69.7
Colusa County,CA,12/21/2022,5213,13,15020,69.7
Colusa County,CA,12/28/2022,5228,15,15027,69.7
Colusa County,CA,01/04/2023,5238,10,15029,69.7
Colusa County,CA,01/11/2023,5249,11,15038,69.8
Colusa County,CA,01/18/2023,5260,11,15063,69.9
Colusa County,CA,01/25/2023,5275,15,15068,69.9
Colusa County,CA,02/01/2023,5282,7,15073,70
Colusa County,CA,02/08/2023,5293,11,15086,70
Colusa County,CA,02/15/2023,5304,11,15088,70
Colusa County,CA,02/22/2023,5318,14,15093,70
Colusa County,CA,03/01/2023,5335,17,15097,70.1
Colusa County,CA,03/08/2023,5364,29,15101,70.1
Colusa County,CA,03/15/2023,5381,17,15106,70.1
Colusa County,CA,03/22/2023,5387,6,15112,70.1
Colusa County,CA,03/29/2023,5397,10,15118,70.2
Colusa County,CA,04/05/2023,5409,12,15124,70.2
Colusa County,CA,04/12/2023,5413,4,15126,70.2
Colusa County,CA,04/19/2023,5415,2,15126,70.2
Colusa County,CA,04/26/2023,5417,2,15127,70.2
Colusa County,CA,05/03/2023,5423,6,15127,70.2
Colusa County,CA,05/10/2023,5427,4,15127,70.2
Glenn County,CA,12/16/2020,1364,164,0,0
Glenn County,CA,12/23/2020,1550,186,0,0
Glenn County,CA,12/30/2020,1729,179,0,0
Glenn County,CA,01/06/2021,1931,202,0,0
Glenn County,CA,01/13/2021,2156,225,0,0
Glenn County,CA,01/20/2021,2357,201,0,0
Glenn County,CA,01/27/2021,2467,110,1311,4.6
Glenn County,CA,02/03/2021,2549,82,1900,6.7
Glenn County,CA,02/10/2021,2633,84,2409,8.5
Glenn County,CA,02/17/2021,2675,42,3016,10.6
Glenn County,CA,02/24/2021,2707,32,3502,12.3
Glenn County,CA,03/03/2021,2735,28,3900,13.7
Glenn County,CA,03/10/2021,2756,21,4372,15.4
